Unique_client_ID,y_proba,Race/Ethnicity,SPA,Gender,Age_group_at_assessment,Intervention,InterventionYear,AssessmentYear,TOTAL_SCORE,HISTORY_SUB_SCORE,RISKS_SUB_SCORE,SOCIALIZATION_SUB_SCORE,WELLNESS_SUB_SCORE
47072,0.183430465,Latino,2,Male,45-59,Permanently Housed,2019,2018,8,2,2,1,3
47084,0.229728614,Black,4,Female,25-44,Assessed Only,,2016,7,2,2,1,2
47089,0.447116267,Latino,3,Female,60+,Assessed Only,,2016,7,1,0,3,2
47099,0.227159131,Black,6,Male,25-44,"Currently active in ""Street Outreach"" program",,2017,11,1,4,2,4
47101,0.549129011,Black,6,Female,60+,Exited to a place not meant for habitation,2021,2016,7,1,1,2,2
47102,0.761181753,Black,2,Female,25-44,Assessed Only,,2016,1,1,0,0,0
47108,0.078353489,Black,2,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",2018,2017,12,2,4,2,4
47111,0.161126872,Latino,3,Male,45-59,"Currently active in ""Street Outreach"" program",,2016,9,2,2,3,1
47114,0.048586419,Black,2,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",2022,2020,16,2,4,4,6
47137,0.201234368,Black,7,Female,18-24,"Currently active in ""Coordinated Entry"" program",,2022,9,2,3,2,2
47147,0.246476915,Black,6,Male,45-59,Exited to an other or unknown destination,2017,2017,7,2,2,2,1
47148,0.534999143,Latino,7,Female,18-24,Permanently Housed,2017,2016,5,1,0,3,1
47151,0.223820336,Black,6,Female,25-44,Exited to an other or unknown destination,2017,2016,6,2,1,3,0
47153,0.289495868,Latino,4,Female,25-44,"Currently active in ""Services Only"" program",,2019,5,2,0,0,3
47165,0.321347995,Black,4,Female,18-24,Exited to a temporary destination,2022,2022,11,1,2,4,4
47170,0.610146513,Black,1,Male,25-44,Permanently Housed,2017,2016,4,1,0,1,2
47174,0.565828406,Latino,7,Female,45-59,Exited to an other or unknown destination,2018,2018,5,1,0,2,2
47177,0.089821918,Black,8,Female,60+,Exited to an other or unknown destination,2017,2016,14,2,3,3,5
47185,0.586904414,Latino,6,Male,25-44,Exited to an other or unknown destination,2016,2016,2,1,0,1,0
47187,0.431041292,Latino,8,Male,45-59,Assessed Only,,2016,7,1,1,2,3
47190,0.617220034,Latino,8,Female,25-44,Permanently Housed,2019,2018,2,1,0,1,0
47204,0.370491436,White,8,Male,60+,Exited to an institutional destination,2017,2016,8,1,2,2,2
47223,0.066447986,Black,6,Male,25-44,Exited to an other or unknown destination,2022,2021,12,2,3,4,3
47247,0.107357386,Black,4,Male,45-59,Permanently Housed,2022,2018,12,2,3,3,4
47273,0.100970205,White,8,Male,60+,"Currently active in ""Day Shelter"" program",,2018,11,2,3,2,3
47282,0.183034786,White,3,Male,45-59,Assessed Only,,2016,7,2,0,4,1
47296,0.24388238,Black,8,Female,18-24,Exited to a place not meant for habitation,2021,2019,8,2,1,3,2
47301,0.110088387,Black,6,Male,18-24,Permanently Housed,,2016,12,2,3,3,4
47304,0.746486643,Black,6,Male,60+,Permanently Housed,2017,2016,3,1,0,0,1
47323,0.222832853,Black,4,Male,18-24,Exited to an other or unknown destination,2017,2016,9,2,1,2,4
47332,0.469501693,Black,6,Female,25-44,Exited to an other or unknown destination,2016,2016,6,1,2,2,1
47339,0.495256372,Black,6,Female,18-24,Exited to a temporary destination,2018,2018,7,1,2,3,1
47349,0.042843071,White,4,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",,2018,14,2,3,3,6
47351,0.274692292,Latino,2,Male,25-44,Assessed Only,,2020,8,1,0,4,3
47356,0.242558318,White,2,Female,25-44,Permanently Housed,,2018,6,2,0,1,3
47361,0.176391096,Latino,6,Female,18-24,Exited to an other or unknown destination,2017,2016,8,2,0,4,2
47375,0.400776892,Latino,4,Male,18-24,Assessed Only,,2016,7,1,1,3,2
47388,0.131934474,Black,4,Female,60+,Permanently Housed,,2018,11,2,3,3,2
47408,0.309717477,Black,6,Male,25-44,Exited to an other or unknown destination,2020,2016,4,2,0,2,0
47410,0.082052396,Black,4,Male,45-59,Exited to an other or unknown destination,2020,2018,13,2,3,4,4
47411,0.878290102,Black,4,Male,25-44,"Currently active in ""Services Only"" program",,2016,1,0,0,1,0
47412,0.487607265,White,2,Male,18-24,Exited to an other or unknown destination,2018,2017,6,1,1,2,2
47433,0.055862237,White,4,Male,25-44,Exited to an other or unknown destination,2019,2017,11,2,3,4,2
47436,0.250077354,Black,4,Male,25-44,Exited to an other or unknown destination,2016,2016,5,2,0,3,0
47439,0.705938084,Latino,4,Male,45-59,Assessed Only,,2016,2,1,0,0,1
47465,0.148388257,Latino,4,Female,25-44,Exited to a place not meant for habitation,2022,2017,7,2,2,2,1
47471,0.509618822,Latino,6,Male,18-24,"Currently active in ""Services Only"" program",,2017,5,1,1,2,1
47477,0.041483683,White,4,Male,18-24,Deceased,2022,2019,14,2,4,5,3
47499,0.461547,White,6,Female,18-24,Exited to an other or unknown destination,2017,2016,3,2,0,0,1
47504,0.096750367,White,3,Male,25-44,"Currently active in ""Street Outreach"" program",,2018,9,2,3,2,2
47510,0.291064567,White,4,Male,25-44,Exited to an other or unknown destination,2022,2018,8,1,1,3,3
47513,0.372162968,Black,5,Male,60+,Permanently Housed,2017,2016,9,1,1,4,2
47538,0.446272322,Latino,8,Male,45-59,Permanently Housed,2018,2017,4,2,0,0,1
47548,0.477063517,White,2,Female,25-44,Exited to an other or unknown destination,2021,2021,9,0,2,4,3
47549,0.284851813,Black,4,Male,18-24,Permanently Housed,2019,2018,6,2,3,1,0
47551,0.132607625,White,8,Male,45-59,Exited to an other or unknown destination,2018,2017,10,2,2,2,4
47561,0.606007528,Black,6,Female,25-44,Permanently Housed,2017,2016,5,1,0,1,3
47565,0.052943158,White,2,Male,18-24,Permanently Housed,2020,2017,14,2,2,5,5
47566,0.11445902,Latino,2,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2016,9,2,4,2,1
47567,0.176948733,Black,4,Male,25-44,Exited to an other or unknown destination,2022,2022,13,1,3,3,6
47570,0.618233498,White,2,Male,45-59,Exited to an other or unknown destination,2016,2016,3,1,0,2,0
47578,0.45537454,White,4,Female,25-44,Exited to an other or unknown destination,2016,2016,5,1,1,2,1
47586,0.316811885,Latino,5,Male,25-44,Exited to an other or unknown destination,2017,2016,8,1,2,1,4
47590,0.055027275,White,4,Male,18-24,Assessed Only,,2016,13,2,4,4,3
47592,0.659193666,White,2,Male,45-59,Exited to a place not meant for habitation,2019,2017,3,1,1,0,1
47607,0.608037033,Black,2,Male,25-44,Exited to an other or unknown destination,2017,2016,3,1,0,2,0
47608,0.194143308,Asian,4,Female,60+,"Currently active in ""PH - Permanent Supportive Housing (disability required for entry)"" program",,2016,12,1,3,4,3
47609,0.22406204,Black,3,Male,25-44,Assessed Only,,2016,6,2,0,3,1
47619,0.336132622,Black,6,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",2022,2022,9,1,2,2,4
47631,0.375167207,Latino,6,Female,45-59,Exited to an other or unknown destination,2016,2016,4,2,1,0,1
47642,0.098432123,Latino,8,Male,45-59,Exited to an other or unknown destination,2022,2020,10,2,3,3,2
47644,0.150973419,Black,6,Male,45-59,Permanently Housed,,2016,10,2,1,4,3
47646,0.138223581,Black,8,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2020,10,2,3,3,2
47649,0.046541431,Latino,6,Female,25-44,"Currently active in ""Coordinated Entry"" program",,2021,13,2,4,3,4
47660,0.076796472,Latino,4,Male,45-59,"Currently active in ""Street Outreach"" program",,2016,11,2,4,3,2
47661,0.049500192,Latino,6,Male,60+,"Currently active in ""Coordinated Entry"" program",,2021,14,2,4,3,4
47662,0.115995949,White,5,Male,45-59,"Currently active in ""Street Outreach"" program",,2022,10,2,2,3,3
47664,0.223119206,Latino,7,Female,45-59,Exited to an other or unknown destination,2017,2016,7,2,1,2,2
47668,0.085014572,Latino,4,Female,45-59,Exited to a temporary destination,2017,2017,12,2,3,3,4
47681,0.237684976,Black,4,Male,45-59,Permanently Housed,2018,2016,13,1,3,3,6
47683,0.44479713,White,2,Male,45-59,Permanently Housed,2017,2016,7,1,1,2,3
47685,0.103247187,White,4,Male,60+,Exited to a permanent destination,2020,2017,11,2,4,1,3
47703,0.214337576,White,4,Male,25-44,Exited to a place not meant for habitation,2019,2018,8,1,3,4,0
47704,0.396318584,Black,8,Male,45-59,"Currently active in ""Transitional Housing"" program",,2017,8,1,4,2,1
47708,0.281601683,Black,5,Male,25-44,"Currently active in ""Emergency Shelter"" program",,2017,6,2,0,1,3
47710,0.040608878,Latino,2,Male,25-44,Exited to an other or unknown destination,2021,2021,14,2,3,3,6
47717,0.180594927,Black,4,Male,25-44,Exited to an other or unknown destination,2022,2022,13,1,4,2,6
47726,0.165507327,White,5,Male,60+,"Currently active in ""Other"" program",,2020,9,2,2,1,3
47749,0.313014623,White,6,Male,60+,Exited to an other or unknown destination,2016,2016,5,2,0,1,1
47757,0.368980342,Black,2,Male,18-24,Permanently Housed,2020,2019,9,1,4,2,2
47758,0.828373272,Black,4,Male,60+,Exited to an other or unknown destination,2017,2017,4,0,0,3,0
47759,0.464431717,Latino,4,Male,45-59,Permanently Housed,2017,2016,5,1,1,3,0
47760,0.453441551,Black,6,Female,60+,Permanently Housed,2016,2016,4,2,0,1,0
47766,0.443914688,Black,6,Female,25-44,Exited to an other or unknown destination,2021,2016,3,2,0,0,1
47774,0.602923302,Latino,6,Female,45-59,Exited to an other or unknown destination,2017,2016,5,1,0,1,3
47791,0.253997655,Latino,2,Male,45-59,Exited to an other or unknown destination,2016,2016,6,2,1,1,2
47794,0.75689974,Black,6,Male,18-24,Exited to a place not meant for habitation,2021,2016,2,1,0,1,0
47809,0.4545633,Black,6,Female,45-59,Permanently Housed,2019,2019,9,1,2,2,4
47812,0.023407927,Latino,6,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",,2020,16,2,4,4,6
47818,0.480568423,White,4,Male,45-59,Exited to an other or unknown destination,2019,2019,6,1,1,2,2
47821,0.356237825,Latino,4,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",2020,2018,9,1,1,3,4
47828,0.265856963,Black,4,Female,45-59,Exited to an other or unknown destination,2016,2017,7,2,1,3,1
47829,0.372532452,Latino,7,Male,25-44,Permanently Housed,2019,2018,10,0,4,3,3
47830,0.263011463,White,2,Male,45-59,"Currently active in ""PH - Rapid Re-Housing"" program",,2020,5,2,1,2,0
47835,0.101765758,Latino,2,Male,25-44,Exited to an other or unknown destination,2018,2018,10,2,1,2,5
47840,0.783668745,Black,6,Female,18-24,Permanently Housed,2018,2016,2,1,1,0,0
47844,0.416632544,Latino,2,Male,25-44,Exited to a place not meant for habitation,2022,2019,5,1,2,1,1
47845,0.412417581,Latino,2,Female,25-44,Exited to an other or unknown destination,2016,2016,6,1,2,1,2
47846,0.123257037,White,8,Male,25-44,Assessed Only,,2016,8,2,2,2,2
47859,0.438672418,White,1,Male,45-59,Exited to a place not meant for habitation,2018,2016,7,1,0,3,3
47876,0.324901093,Latino,7,Female,60+,Exited to a place not meant for habitation,2017,2016,9,1,3,2,2
47888,0.066447986,Black,1,Male,25-44,Exited to an other or unknown destination,2019,2019,12,2,3,4,3
47892,0.097203131,White,4,Female,60+,"Currently active in ""Emergency Shelter"" program",,2016,12,2,2,3,4
47893,0.081514692,White,5,Male,45-59,Exited to a place not meant for habitation,2020,2016,12,2,4,2,4
47898,0.23557414,White,8,Male,60+,"Currently active in ""Street Outreach"" program",,2022,7,2,2,0,2
47899,0.072060492,White,5,Male,25-44,Exited to a place not meant for habitation,2022,2018,10,2,2,4,2
47902,0.22828316,Latino,4,Male,25-44,Exited to an other or unknown destination,2017,2016,9,1,2,3,3
47914,0.150973419,Black,5,Male,45-59,Exited to a temporary destination,2017,2016,10,2,1,4,3
47922,0.600070127,Black,6,Female,18-24,Exited to an other or unknown destination,2020,2018,6,1,1,2,2
47980,0.138452926,Black,8,Female,25-44,Exited to a place not meant for habitation,2017,2017,9,2,1,4,2
47998,0.139513132,Black,8,Female,25-44,Assessed Only,,2016,10,2,1,3,4
48000,0.148564093,Latino,3,Male,25-44,Exited to an other or unknown destination,2017,2016,7,2,1,2,2
48014,0.040554729,Latino,3,Female,25-44,Permanently Housed,2016,2016,14,2,4,3,5
48024,0.75689974,Black,4,Male,18-24,Exited to an other or unknown destination,2019,2016,2,1,0,1,0
48040,0.127585686,Black,2,Female,25-44,Exited to a place not meant for habitation,2022,2021,10,2,3,2,3
48050,0.05060053,Black,4,Female,25-44,Exited to an other or unknown destination,2022,2018,14,2,4,4,4
48052,0.567236276,Latino,2,Male,60+,Exited to a temporary destination,2017,2016,4,1,1,1,0
48066,0.256052713,Latino,7,Female,18-24,Exited to an institutional destination,2019,2019,7,2,1,1,3
48068,0.551623667,Latino,6,Male,25-44,Exited to an other or unknown destination,2016,2016,3,1,0,1,1
48077,0.269973986,White,5,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",2022,2016,5,2,0,1,2
48080,0.430876245,Black,6,Female,45-59,Exited to an other or unknown destination,2022,2016,4,2,1,1,0
48101,0.365250543,White,4,Male,25-44,Exited to an other or unknown destination,2016,2016,6,1,3,1,1
48102,0.064594867,Latino,4,Female,45-59,Exited to an other or unknown destination,2016,2017,13,2,3,4,4
48112,0.320618302,Black,6,Female,45-59,Exited to an other or unknown destination,2020,2018,11,1,3,3,4
48117,0.366918093,Black,1,Male,18-24,Assessed Only,,2016,5,2,0,2,1
48128,0.604230751,Black,8,Male,18-24,Exited to an other or unknown destination,2016,2016,5,1,1,2,1
48131,0.162842844,Latino,6,Male,45-59,Exited to an other or unknown destination,2018,2018,9,2,2,1,4
48132,0.048258363,Asian,2,Male,25-44,Permanently Housed,,2021,12,2,3,4,3
48147,0.29927479,Black,4,Female,25-44,Permanently Housed,2019,2018,10,1,2,3,4
48149,0.676082827,Black,4,Male,25-44,Exited to an other or unknown destination,2019,2018,2,1,0,1,0
48160,0.165507327,White,4,Male,60+,Exited to a temporary destination,2017,2016,9,2,2,1,3
48177,0.698254042,Black,4,Male,18-24,Permanently Housed,2019,2018,3,1,0,2,0
48180,0.132447736,White,,Female,45-59,Assessed Only,,2017,10,2,3,2,3
48182,0.094749762,Latino,1,Female,45-59,Permanently Housed,2017,2016,11,2,2,4,3
48183,0.721927974,Latino,7,Male,45-59,Exited to a place not meant for habitation,2017,2016,5,0,1,3,1
48187,0.208098329,Black,6,Male,25-44,Assessed Only,,2016,7,2,2,1,2
48196,0.128298801,Latino,7,Female,25-44,"Currently active in ""Transitional Housing"" program",,2018,8,2,1,3,2
48211,0.435786744,Latino,2,Male,18-24,Permanently Housed,2017,2016,6,1,1,3,1
48228,0.06732089,White,2,Female,60+,Deceased,2022,2021,13,2,4,3,3
48236,0.08862288,Latino,2,Male,25-44,Exited to an other or unknown destination,2021,2021,10,2,1,3,4
48243,0.209153566,Latino,8,Male,25-44,Assessed Only,,2016,5,2,0,2,1
48267,0.244124829,White,7,Male,25-44,Assessed Only,,2016,4,2,0,2,0
48270,0.395076823,Black,5,Female,25-44,Permanently Housed,2019,2019,9,1,1,2,5
48275,0.818120291,White,4,Male,18-24,Permanently Housed,2017,2016,3,0,2,1,0
48280,0.782035,Latino,4,Female,25-44,"Currently active in ""Street Outreach"" program",,2016,3,0,0,2,1
48283,0.33311059,Black,4,Female,45-59,Exited to an other or unknown destination,2022,2022,6,2,2,1,1
48326,0.558141574,Black,5,Female,45-59,Assessed Only,,2016,7,1,1,2,3
48333,0.619268034,Black,4,Male,60+,"Currently active in ""Services Only"" program",,2021,5,1,0,2,1
48337,0.202705349,Asian,4,Male,45-59,Exited to a place not meant for habitation,2020,2019,11,1,3,4,3
48338,0.586904414,Latino,8,Male,25-44,Exited to an other or unknown destination,2017,2017,2,1,0,1,0
48354,0.155506284,Latino,5,Female,18-24,"Matched to Permanent Housing, Not Yet Housed",,2017,14,1,3,4,6
48358,0.288916698,White,6,Male,45-59,Exited to an institutional destination,2019,2018,11,1,3,1,6
48366,0.103504383,White,4,Male,45-59,"Currently active in ""Emergency Shelter"" program",,2022,10,2,3,3,2
48370,0.281175321,Latino,6,Female,25-44,Exited to a temporary destination,2021,2020,9,1,2,2,4
48375,0.501813024,Black,4,Male,18-24,Exited to an other or unknown destination,2017,2016,7,1,2,2,2
48378,0.159947107,White,7,Male,60+,Exited to an other or unknown destination,2018,2017,10,2,0,2,5
48402,0.233205057,White,2,Male,45-59,Exited to an other or unknown destination,2019,2017,7,2,0,2,3
48403,0.094321709,Black,2,Male,45-59,Exited to an other or unknown destination,2019,2018,13,2,3,3,5
48405,0.876575481,Black,4,Male,18-24,Exited to a temporary destination,2017,2018,3,0,1,1,1
48415,0.190586442,Black,6,Male,45-59,Permanently Housed,2019,2017,10,2,0,3,5
48436,0.263011463,White,6,Male,45-59,Permanently Housed,2019,2018,5,2,1,2,0
48440,0.329759713,Latino,8,Female,25-44,Exited to an other or unknown destination,2021,2021,6,1,0,5,0
48448,0.137893381,Black,6,Male,60+,Permanently Housed,,2016,11,2,4,1,3
48457,0.143068342,Latino,1,Male,45-59,Deceased,2019,2018,9,2,2,2,3
48468,0.059429796,Black,6,Male,25-44,Exited to an other or unknown destination,2016,2017,13,2,4,3,4
48473,0.460946354,Latino,7,Female,18-24,Permanently Housed,2017,2016,6,1,0,4,1
48485,0.167708143,Latino,6,Male,25-44,Exited to an other or unknown destination,2016,2016,6,2,1,2,1
48486,0.376441219,Black,4,Male,25-44,Exited to an other or unknown destination,2018,2017,3,2,0,1,0
48496,0.318050893,Latino,4,Female,25-44,Exited to an other or unknown destination,2016,2016,3,2,0,1,0
48521,0.345298251,Black,8,Male,25-44,Exited to an other or unknown destination,2021,2019,5,2,0,0,3
48524,0.656345123,White,4,Male,25-44,Permanently Housed,2017,2018,6,0,1,2,3
48528,0.047215003,White,3,Female,25-44,Permanently Housed,2016,2016,14,2,2,4,6
48537,0.232567953,Black,8,Female,25-44,Assessed Only,,2016,6,2,3,1,0
48549,0.144485184,Black,6,Female,25-44,"Currently active in ""Street Outreach"" program",,2020,9,2,3,2,2
48553,0.377380552,Asian,6,Male,18-24,Exited to an other or unknown destination,2020,2016,8,1,1,3,3
48561,0.028204321,Latino,6,Male,60+,"Matched to Permanent Housing, Not Yet Housed",2022,2020,17,2,4,4,6
48578,0.188135189,Black,4,Male,45-59,Permanently Housed,,2017,14,1,3,4,6
48579,0.08862288,Latino,6,Male,25-44,Exited to an other or unknown destination,2022,2022,10,2,1,3,4
48583,0.086829339,White,4,Male,25-44,"Currently active in ""Emergency Shelter"" program",,2016,10,2,4,1,3
48584,0.768917539,Black,6,Female,45-59,Exited to an other or unknown destination,2017,2017,7,0,2,2,3
48585,0.281813273,Latino,4,Male,45-59,"Currently active in ""Emergency Shelter"" program",,2016,12,1,4,1,5
48590,0.627828792,Black,4,Male,45-59,Permanently Housed,2018,2017,5,1,0,2,2
48599,0.159840802,Black,6,Female,25-44,Assessed Only,,2016,8,2,2,3,1
48605,0.081180337,Black,6,Male,60+,Exited to an other or unknown destination,2018,2017,13,2,4,3,3
48624,0.333419619,Black,6,Male,45-59,Assessed Only,,2016,6,2,1,1,2
48625,0.046936166,Latino,3,Female,25-44,Assessed Only,,2018,14,2,4,2,6
48630,0.734040382,Black,6,Female,25-44,Exited to a temporary destination,2019,2019,2,1,0,0,1
48642,0.57664412,Latino,7,Female,18-24,Exited to an other or unknown destination,2022,2018,4,1,1,2,0
48643,0.069920992,Latino,2,Female,25-44,Exited to an other or unknown destination,2019,2016,10,2,4,3,1
48651,0.228547949,White,2,Female,45-59,"Currently active in ""Services Only"" program",,2018,7,2,0,3,2
48654,0.139882895,Latino,7,Female,45-59,Permanently Housed,,2016,9,2,2,3,2
48663,0.144865906,Latino,4,Female,45-59,Exited to an institutional destination,2020,2020,8,2,4,2,0
48668,0.079984104,Latino,4,Male,25-44,Permanently Housed,2019,2016,9,2,3,3,1
48675,0.222828468,Black,8,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",,2022,11,1,3,3,4
48676,0.2222536,Black,6,Male,45-59,Permanently Housed,2019,2018,9,2,2,1,4
48704,0.03694701,White,6,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",,2021,14,2,4,4,4
48712,0.215280113,Black,8,Male,45-59,Permanently Housed,,2017,13,1,4,3,5
48715,0.256866276,White,2,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",2022,2020,10,1,3,3,3
